관리번호,정류장명,그늘,의자,조명,도착안내기,촬영시점(YYYY.MM),조사자,비고
250001984,풍물시장,,,,,,,
250001985,럭키A,,,,,,,
250001986,미소지움/방송대,,,,,,,
250001987,모아엘가A,,,,,,,
250001988,온의금호1차,,,,,,,
250001989,온의금호1차,,,,,,,
250001990,옥광산입구,,,,,,,
250001991,지내1리(옥광산입구),,,,,,,
250001992,오항리종점,,,,,,,
250001993,오탄2리종점,,,,,,,
250001994,오탄1리,,,,,,,
250001995,오탄1리,,,,,,,
250001996,오탄3리종점,,,,,,,
250001997,오탄2리,,,,,,,
250001998,오탄2리,,,,,,,
250001999,오탄1리,,,,,,,
250002000,오탄1리,,,,,,,
265000734,월곡리3반,,,,,,,
265000733,월곡리3반,,,,,,,
250002003,오월유원지,,,,,,,
250002004,오월유원지,,,,,,,
250002005,오월리종점,,,,,,,
250002006,오월리입구,,,,,,,
250002007,오월리입구,,,,,,,
250002008,오월교입구,,,,,,,
250002009,오봉마을,,,,,,,
250002010,오봉마을,,,,,,,
265000745,화물공영차고지,,,,,,,
250002012,오동초등학교,,,,,,,
250002015,여성가족연구원,,,,,,,
250002016,여성가족연구원,,,,,,,
250002017,퇴계주공6단지,,,,,,,
250002018,현진에버빌1차,,,,,,,
250002020,상상마당입구,,,,,,,
250002021,상상마당입구,,,,,,,
250002022,양통종점,,,,,,,
250002023,양우A,,,,,,,
250002024,양우A,,,,,,,
250002025,창촌3리(양단이),,,,,,,
250002026,창촌3리(양단이),,,,,,,
250002027,약사롯데캐슬,,,,,,,
250002028,남부사거리,,,,,,,
250002029,명동입구,,,,,,,
265000735,소양7교,,,,,,,
265000781,후평현대2차,,,,,,,
250002032,현암리,,,,,,,
250002033,애니메이션박물관,,,,,,,
250002034,안보2리종점,,,,,,,
265000773,강원대동문앞,,,,,,,
250002036,안보2리입구,,,,,,,
250002037,탑동마을,,,,,,,
250002038,아침못종점,,,,,,,
250002039,환경사업소,,,,,,,
250002040,혈동2리,,,,,,,
250002041,신포중학교,,,,,,,
250002042,신포리,,,,,,,
250002043,신포리,,,,,,,
250002044,신포1리,,,,,,,
250002045,신촌1리,,,,,,,
250002046,신촌3리,,,,,,,
250002047,신촌1리,,,,,,,
250002048,신촌1리,,,,,,,
250002049,신촌1리,,,,,,,
250002050,신촌1리,,,,,,,
250001795,창촌1리,,,,,,,
250001796,청구/진흥A,,,,,,,
250001797,청구/진흥A,,,,,,,
250001798,현지사,,,,,,,
250001799,현지사,,,,,,,
250001800,지촌3리,,,,,,,
250001801,지촌3리,,,,,,,
250001802,지촌2리,,,,,,,
250001803,지촌2리,,,,,,,
250001804,우미린후문,,,,,,,
250001805,한국국토정보공사,,,,,,,
250001806,지암초교,,,,,,,
250001807,지암초교,,,,,,,
250001808,지암산천마을,,,,,,,
250001809,지암산천마을,,,,,,,
250001810,지암2교,,,,,,,
250001811,지암리,,,,,,,
250001812,지암리,,,,,,,
250001813,지암리,,,,,,,
250001814,지암리,,,,,,,
250001815,지내리,,,,,,,
250001816,지내리,,,,,,,
250001817,지내3리,,,,,,,
250001818,지내3리,,,,,,,
250001819,지내2리마을회관,,,,,,,
265000742,고은1리5반,,,,,,,
250001821,지내2리,,,,,,,
250001822,지내2리,,,,,,,
250001823,지내1리종점,,,,,,,
265000712,지내1리마을회관,,,,,,,
265000713,지내1리마을회관,,,,,,,
265000748,지내보건진료소,,,,,,,
265000743,대룡119안전센터,,,,,,,
250001828,지내1리,,,,,,,
250001829,증3리,,,,,,,
250001830,증3리,,,,,,,
250001831,증3리,,,,,,,
265000740,산수2리1반,,,,,,,
250001833,증리고분군,,,,,,,
250001834,증2리경로당,,,,,,,
250001835,증2리4반,,,,,,,
250001836,증2리,,,,,,,
265000872,장학교차로,,,,,,,
250001838,증2리,,,,,,,
250001839,증2리4반,,,,,,,
250001840,증2리경로당,,,,,,,
250001841,증리고분군,,,,,,,
265000774,춘천농협엔타점,,,,,,,
250001843,중앙하이츠1차,,,,,,,
265000777,롯데캐슬더퍼스트,,,,,,,
265000778,롯데캐슬더퍼스트,,,,,,,
250001846,중앙하이츠1차,,,,,,,
250001847,중앙로입구,,,,,,,
250001848,중앙시장/중앙초교,,,,,,,
250001849,중앙시장,,,,,,,
250001850,통일플러스센터,,,,,,,
250001851,통일플러스센터,,,,,,,
265000775,춘천여고,,,,,,,
250001853,일성트루엘A,,,,,,,
250001854,KBS방송국,,,,,,,
250001855,KBS방송국,,,,,,,
250001856,조양4리,,,,,,,
250001857,조양4리,,,,,,,
250001858,조양4리,,,,,,,
250001859,신세계주유소,,,,,,,
250001860,조양3리,,,,,,,
250001861,조양1리,,,,,,,
250001862,조각공원,,,,,,,
265000776,안보2리입구,,,,,,,
250001864,정족2리입구,,,,,,,
265000741,송암5반,,,,,,,
250001866,정족2리입구,,,,,,,
250001867,정족2리,,,,,,,
250001868,정족2리,,,,,,,
250001869,정족1리입구,,,,,,,
265000768,레고랜드정문,,,,,,,
250001871,사천왕사,,,,,,,
250001872,사천왕사,,,,,,,
250001873,정부합동청사,,,,,,,
250001874,정부합동청사,,,,,,,
250001875,정법사,,,,,,,
250001876,정법사,,,,,,,
250001877,재취골,,,,,,,
250001878,기와집골,,,,,,,
250001446,방곡2리종점,,,,,,,
250001447,방곡1리,,,,,,,
250001448,방곡1리,,,,,,,
250001449,방곡1리,,,,,,,
250001450,방곡1리,,,,,,,
250001451,방곡1리,,,,,,,
250001452,방곡1리,,,,,,,
265000703,발산치안센터,,,,,,,
250001458,발산2리,,,,,,,
265000761,발산리종점,,,,,,,
250001460,발산2리,,,,,,,
250001461,발산2리,,,,,,,
250001462,발산2리,,,,,,,
250001463,발산2리,,,,,,,
250001464,발산2리,,,,,,,
250001465,발산2리,,,,,,,
250001466,발산2리,,,,,,,
250001467,발산1리,,,,,,,
250001468,발산1리,,,,,,,
250001469,발산1리,,,,,,,
250001470,발산1리,,,,,,,
250001471,발산,,,,,,,
250001472,발산,,,,,,,
250001473,광판2리,,,,,,,
250001474,반이동,,,,,,,
250001481,가정중학교,,,,,,,
250001482,가정1리회관앞,,,,,,,
250026615,박암리,,,,,,,
250001484,박암리,,,,,,,
250001485,박암리,,,,,,,
250026616,박암리,,,,,,,
250001487,밀알재활원,,,,,,,
250001488,밀알재활원,,,,,,,
250001489,동부새마을금고,,,,,,,
250001490,미려골,,,,,,,
250001491,문화주택,,,,,,,
250001492,문화예술회관,,,,,,,
250001493,문화예술회관,,,,,,,
265000769,레고랜드정문,,,,,,,
250001495,모래재,,,,,,,
250001496,명진학교,,,,,,,
250001497,덕두2리종점,,,,,,,
250001498,명동입구,,,,,,,
250001499,춘천예비군훈련장,,,,,,,
250001500,춘천예비군훈련장,,,,,,,
250001501,면허시험장입구,,,,,,,
250001502,면허시험장입구,,,,,,,
250001503,스위첸A,,,,,,,
250001504,스위첸A,,,,,,,
250001505,동광오거리,,,,,,,
250001506,동광오거리,,,,,,,
250001507,만천리종점,,,,,,,
250001508,동면만천농협,,,,,,,
250001509,동면만천농협,,,,,,,
250001510,만천3리마을회관,,,,,,,
265000709,만천3리마을회관,,,,,,,
250001512,만천초교,,,,,,,
250001513,만천로입구,,,,,,,
250001514,만천로입구,,,,,,,
250001515,만천초교,,,,,,,
250001516,양지교,,,,,,,
250001517,양지교,,,,,,,
250001518,마평,,,,,,,
250001519,삼악호수케이블카,,,,,,,
250001520,삼악호수케이블카,,,,,,,
250001521,가압펌프장,,,,,,,
250001522,가압펌프장,,,,,,,
250001523,삼성동부A,,,,,,,
250001524,롯데인벤스,,,,,,,
265000771,상중도입구,,,,,,,
250001526,거두리부영A,,,,,,,
250001527,로데오거리,,,,,,,
265000770,상중도입구,,,,,,,
250001529,등선폭포,,,,,,,
250001530,등선폭포,,,,,,,
250001532,두미르A,,,,,,,
250001533,두미르A,,,,,,,
250001534,춘천동원학교,,,,,,,
250001535,춘천동원학교,,,,,,,
250001536,동산중학교,,,,,,,
250001537,동산중학교,,,,,,,
250001538,조양2리,,,,,,,
250001539,조양2리,,,,,,,
250001540,동산A,,,,,,,
250001541,소방서,,,,,,,
250001542,동산면행복센터,,,,,,,
250001543,동산면행복센터,,,,,,,
250001544,동부시장,,,,,,,
250001545,동부시장,,,,,,,
250001546,동보A,,,,,,,
250001547,동보빌리지,,,,,,,
250001548,동보빌리지,,,,,,,
250001549,동면치안센터,,,,,,,
250001550,동면치안센터,,,,,,,
250001551,동면지내리,,,,,,,
250001552,동면지내리,,,,,,,
250001553,노루목저수지,,,,,,,
250001554,노루묵저수지,,,,,,,
250001555,동면행정복지센터,,,,,,,
250001556,동면행정복지센터,,,,,,,
250001557,동면복지회관,,,,,,,
250001558,동내초교,,,,,,,
250001559,동내초교,,,,,,,
250001560,동내면행복센터,,,,,,,
250001561,동내면행복센터,,,,,,,
250001562,동광주유소,,,,,,,
250001563,도민일보,,,,,,,
250001564,도민일보,,,,,,,
250001565,덕두원3리,,,,,,,
250001566,덕두원2리,,,,,,,
250001567,명월리,,,,,,,
250001568,명월제1교,,,,,,,
250001569,수레너미,,,,,,,
250001570,음지말,,,,,,,
250001571,명월촌,,,,,,,
250001572,양지말,,,,,,,
250001573,위로의집,,,,,,,
250001574,증마을,,,,,,,
250001575,상명월리,,,,,,,
250001576,상명월리,,,,,,,
250001577,증마을,,,,,,,
250001578,위로의집,,,,,,,
250001579,양지말,,,,,,,
250001580,명월촌,,,,,,,
250001581,음지말,,,,,,,
250001582,수레너미,,,,,,,
250001583,명월제1교,,,,,,,
250001584,명월리,,,,,,,
250001585,덕두원2리,,,,,,,
250001586,덕두원1리2반,,,,,,,
250001587,버덩마을,,,,,,,
250001588,봉덕사입구,,,,,,,
250001589,봉덕사입구,,,,,,,
250001590,버덩마을,,,,,,,
250001591,덕두원1리2반,,,,,,,
250001592,덕두원1리,,,,,,,
250001593,덕두원1리,,,,,,,
250001594,대원사,,,,,,,
250001595,대원사,,,,,,,
250001596,대룡중학교,,,,,,,
250001597,대룡산종점,,,,,,,
265000779,온의보배,,,,,,,
265000780,온의보배,,,,,,,
250001600,대룡산쉼터,,,,,,,
250001601,당림초교,,,,,,,
250001602,당림1리,,,,,,,
250026832,당림5반종점,,,,,,,
250001604,당림3반종점,,,,,,,
250001605,당림3거리,,,,,,,
250001606,당림3거리,,,,,,,
250001607,당림2리,,,,,,,
250001608,당림2리,,,,,,,
250001609,당림1리,,,,,,,
250001610,당림1리,,,,,,,
250001611,당림1리,,,,,,,
250001612,(구)농업기술원,,,,,,,
250001613,농촌공사춘천지소,,,,,,,
250001614,농촌공사춘천지소,,,,,,,
250027034,도재활병원삼거리,,,,,,,
250001616,논골입구,,,,,,,
250001617,논골입구,,,,,,,
250001618,국민연금공단,,,,,,,
250001619,국민연금공단,,,,,,,
250001620,남춘천초교,,,,,,,
250001621,남춘천중학교,,,,,,,
265000783,굴지천,,,,,,,
265000782,굴지천,,,,,,,
250001624,남산면행복센터,,,,,,,
250001625,남산면행복센터,,,,,,,
250001626,남부시장,,,,,,,
250001627,남부시장,,,,,,,
250001628,남면행정복지센터,,,,,,,
250001629,발산1리,,,,,,,
250001630,김유정문학촌,,,,,,,
250001631,김유정문학촌,,,,,,,
250001632,금산3리,,,,,,,
250001633,금산3리,,,,,,,
250001634,금산2리,,,,,,,
250001635,금산2리,,,,,,,
250001636,시청자미디어센터,,,,,,,
250001637,시청자미디어센터,,,,,,,
250001638,과수원마을입구,,,,,,,
250001639,금병초교,,,,,,,
250001640,근화초교,,,,,,,
265000701,춘천역육교앞,,,,,,,
250001642,근화사거리,,,,,,,
250001643,청와A,,,,,,,
250001644,그랜드A,,,,,,,
250001646,동산추모공원,,,,,,,
250001647,춘천숲자연휴양림,,,,,,,
250001648,춘천숲자연휴양림,,,,,,,
250001649,군자3리,,,,,,,
250001650,동산추모공원,,,,,,,
250001651,군자1리,,,,,,,
250001652,군자1리,,,,,,,
250001653,국립춘천병원,,,,,,,
250001654,국립춘천병원,,,,,,,
250001655,구곡폭포종점,,,,,,,
250001656,강촌1리마을,,,,,,,
250001657,강촌1리마을,,,,,,,
250001658,교동초교입구,,,,,,,
250001659,교동초교입구,,,,,,,
250001660,광판초교,,,,,,,
250001661,광판초교,,,,,,,
250001662,광판중학교입구,,,,,,,
250001663,광판중학교입구,,,,,,,
250001664,광판중학교,,,,,,,
250001665,광판중학교,,,,,,,
250001666,광판2리,,,,,,,
250001667,광판2리,,,,,,,
250001668,광판2리,,,,,,,
250001669,광판2리,,,,,,,
250001670,광판2리,,,,,,,
250001671,광판1리,,,,,,,
250001672,광판,,,,,,,
250001673,신포리,,,,,,,
250001674,관천리종점,,,,,,,
265000753,관천리,,,,,,,
250001676,관천리,,,,,,,
250001677,춘천청소년수련관,,,,,,,
250001678,춘천청소년수련관,,,,,,,
265000785,봉명2교,,,,,,,
265000784,봉명2교,,,,,,,
250026588,중앙하이츠2차,,,,,,,
250026587,퇴계주공2차,,,,,,,
250001683,공지천사거리,,,,,,,
250001684,공지사거리,,,,,,,
250001685,신성교회,,,,,,,
250001686,농협후석로지점,,,,,,,
250001687,곡골,,,,,,,
250001688,곡골,,,,,,,
250001689,고탄입구,,,,,,,
250001690,고탄입구,,,,,,,
250001691,(구)고탄농협,,,,,,,
250001692,고탄,,,,,,,
250001693,고탄,,,,,,,
250001694,고탄,,,,,,,
250001695,고창말,,,,,,,
250001696,고창말,,,,,,,
250001697,고은리종점,,,,,,,
265000786,송암삼거리,,,,,,,
250001699,고은리입구,,,,,,,
250001700,고은리,,,,,,,
250001701,고은리,,,,,,,
250001702,고은2리,,,,,,,
250001703,고은2리,,,,,,,
250001704,고은1리,,,,,,,
250001705,고은1리,,,,,,,
250001706,고성2리선돌입구,,,,,,,
250001707,고성2리,,,,,,,
250001708,고성2리용화산입구,,,,,,,
250002051,신연강,,,,,,,
250002052,신연강,,,,,,,
250002053,한계울마을입구,,,,,,,
250002054,한계울마을입구,,,,,,,
250002055,신북읍행복센터,,,,,,,
250002056,신북읍행복센터,,,,,,,
250002057,신매대교,,,,,,,
250002058,신매대교,,,,,,,
250002059,신매3리,,,,,,,
250002060,신매3리,,,,,,,
250002061,신매3리,,,,,,,
250002062,신매3리,,,,,,,
250002063,신매1리,,,,,,,
250002064,신매1리,,,,,,,
250002065,(구)신동초교,,,,,,,
250002066,(구)신동초교,,,,,,,
250002067,신동삼거리,,,,,,,
250002068,신동삼거리,,,,,,,
250002069,신동,,,,,,,
250002070,신동보급대,,,,,,,
250002071,신동배터,,,,,,,
250002072,신동배터,,,,,,,
250002073,김유정역,,,,,,,
250002074,김유정역,,,,,,,
250002075,삼포유원지입구,,,,,,,
250002076,M백화점,,,,,,,
250002077,시청입구,,,,,,,
250002078,시외버스터미널,,,,,,,
250002079,시외버스터미널,,,,,,,
250002080,시외버스터미널,,,,,,,
250002081,시외버스터미널,,,,,,,
250002082,시립청소년도서관,,,,,,,
250002083,공지천의암공원,,,,,,,
250002084,(구)승마장,,,,,,,
250002085,(구)승마장,,,,,,,
250002086,시립요양원입구,,,,,,,
250002087,수청골입구,,,,,,,
250002088,수청교,,,,,,,
250002089,수동리,,,,,,,
250002090,수동리,,,,,,,
250002091,수동2리,,,,,,,
250002092,수동2리,,,,,,,
250002093,수동1리종점,,,,,,,
250002094,수동1리입구,,,,,,,
250002095,수동1리입구,,,,,,,
250002096,수동1리,,,,,,,
250002097,수동1리,,,,,,,
250002098,송암삼거리,,,,,,,
250002099,송암리,,,,,,,
250002100,송암리,,,,,,,
250002101,송암리,,,,,,,
250002102,송암동,,,,,,,
250002103,송암동,,,,,,,
250002104,송암3반,,,,,,,
250002105,등선폭포주차장,,,,,,,
250002106,솔밭종점,,,,,,,
250002107,소양초교,,,,,,,
250002108,소양초교,,,,,,,
250002109,소양중학교,,,,,,,
250002110,소양중학교,,,,,,,
250002111,소양정수장,,,,,,,
250002112,소양정수장,,,,,,,
250002113,소양로2가,,,,,,,
265000789,남산하나로마트,,,,,,,
250002115,소양로1가,,,,,,,
250002116,소양강댐주차장,,,,,,,
250002117,소양강댐정상,,,,,,,
265000803,소양강댐사택,,,,,,,
250002119,소양강댐사택,,,,,,,
250002120,소양2교,,,,,,,
250002121,사우사거리,,,,,,,
250002122,초록지붕8차,,,,,,,
250002123,초록지붕6차,,,,,,,
250002124,세경3차,,,,,,,
250002125,세경3차,,,,,,,
250002126,성원초등학교,,,,,,,
250002127,한림대학교,,,,,,,
250002128,성림초등학교,,,,,,,
250002129,현진에버빌2차,,,,,,,
250002130,설미종점,,,,,,,
250002131,봄내초교,,,,,,,
250002132,봄내초등학교,,,,,,,
250002133,퇴계현대3차,,,,,,,
250002134,남부지구대,,,,,,,
250002135,남부지구대,,,,,,,
250002136,석사A,,,,,,,
250002137,석사A,,,,,,,
250002138,석사삼익A,,,,,,,
250002139,초록지붕A,,,,,,,
250002140,석사사거리,,,,,,,
250002141,석사부영A,,,,,,,
250002142,석사동행복센터,,,,,,,
250002143,석사동행복센터,,,,,,,
250002144,석사대우A,,,,,,,
250002145,석사극동A,,,,,,,
250002146,석사극동A,,,,,,,
250002147,석사교회,,,,,,,
250002148,석사4거리,,,,,,,
250002149,석사2지구A,,,,,,,
250002150,석사2지구A,,,,,,,
250002151,석갓,,,,,,,
250002152,석갓,,,,,,,
250002153,서춘천농협,,,,,,,
250002154,서춘천농협,,,,,,,
250002155,서천리,,,,,,,
265000802,춘천원예농협,,,,,,,
250002157,서천1리,,,,,,,
250002158,서천1리,,,,,,,
250002159,서상초교,,,,,,,
250002160,서상초교,,,,,,,
250002161,서상2리종점,,,,,,,
250002162,서상1리종점,,,,,,,
250002163,서상1리종점,,,,,,,
250002164,서부시장,,,,,,,
250002165,서면치안센터,,,,,,,
250002166,서면치안센터,,,,,,,
250002167,서면행정복지센터,,,,,,,
250002168,서면행정복지센터,,,,,,,
250002169,샬롬(산후조리원),,,,,,,
250002170,새술막,,,,,,,
250002171,새술막,,,,,,,
250002172,새말교,,,,,,,
265000796,모아엘가비스타,,,,,,,
250002174,새마을고개,,,,,,,
250002175,새마을고개,,,,,,,
250002176,증4리종점,,,,,,,
250002177,상천초등학교,,,,,,,
250002178,상원사,,,,,,,
250002179,상원사,,,,,,,
250002180,상걸리종점,,,,,,,
250002181,상걸리보건진료소,,,,,,,
250002182,상걸리보건진료소,,,,,,,
250002183,상걸1리,,,,,,,
250002184,상걸1리,,,,,,,
265000788,장본교,,,,,,,
265000787,장본교,,,,,,,
250002187,삼포유원지,,,,,,,
250002188,삼포유원지,,,,,,,
250002189,삼천동사거리,,,,,,,
250002190,삼천동사거리,,,,,,,
250002191,여우고개삼거리,,,,,,,
250002192,여우고개삼거리,,,,,,,
250002193,의암댐,,,,,,,
250002194,의암댐,,,,,,,
250026717,발산3리종점,,,,,,,
250002196,산천1리,,,,,,,
250002197,산천1리,,,,,,,
250002198,산천1리,,,,,,,
250002199,산천1리,,,,,,,
250002200,산수빌A,,,,,,,
250002201,산수빌A,,,,,,,
250002202,산수리,,,,,,,
250002203,(구)싸이클경기장,,,,,,,
250002204,사암리,,,,,,,
250002205,사암4리종점,,,,,,,
250002206,사암4리종점,,,,,,,
265000800,고란터,,,,,,,
250002208,사암3리,,,,,,,
250002209,사암3리,,,,,,,
250002210,사암1리,,,,,,,
265000801,고란터,,,,,,,
250002212,사암1리,,,,,,,
250002213,사북우체국,,,,,,,
250002214,사북우체국,,,,,,,
250002215,사북면행복센터,,,,,,,
250002216,사북면행복센터,,,,,,,
250002217,사대부고,,,,,,,
250002218,우두로입구,,,,,,,
250002219,우두로입구,,,,,,,
250002220,사농현대A,,,,,,,
250002221,보타사입구,,,,,,,
250002222,보타사입구,,,,,,,
250002223,북산면행복센터,,,,,,,
250002224,북산면행복센터,,,,,,,
250002225,교대부설초교,,,,,,,
250002226,봉의초교,,,,,,,
250002227,봉의중학교,,,,,,,
250002228,봉의중학교,,,,,,,
250002229,봉의A,,,,,,,
250002230,봉의A,,,,,,,
250002231,봉명리종점,,,,,,,
250002232,봉명2리,,,,,,,
250002233,봉명1리,,,,,,,
250002234,봉명1리1반,,,,,,,
250002235,보안사거리,,,,,,,
250002236,보안사거리,,,,,,,
250002237,푸른언덕공원,,,,,,,
250002238,푸른언덕공원,,,,,,,
250002239,춘천지방법원,,,,,,,
250002240,법원,,,,,,,
250002241,법원,,,,,,,
250002242,번개시장,,,,,,,
250002243,백양리종점,,,,,,,
265000794,국립춘천숲체원,,,,,,,
265000795,국립춘천숲체원,,,,,,,
250002246,백양리,,,,,,,
250002247,백양리,,,,,,,
250002248,백양1리,,,,,,,
250002249,백양1리,,,,,,,
265000793,상공회의소,,,,,,,
265000792,상공회의소,,,,,,,
250002252,배나무골,,,,,,,
250002253,배나무골,,,,,,,
250002255,방죽기,,,,,,,
250002256,방죽기,,,,,,,
250002257,송암스포츠타운,,,,,,,
250002258,방동리종점,,,,,,,
250002259,방동2리,,,,,,,
250002260,방동2리,,,,,,,
250002261,방동2리,,,,,,,
250002262,방동2리,,,,,,,
250002263,방동2리,,,,,,,
250002264,방동2리,,,,,,,
250002265,장절공,,,,,,,
250002266,방동1리,,,,,,,
250026527,성심경로당,,,,,,,
250026528,파크푸르지오A,,,,,,,
250026511,파크푸르지오A,,,,,,,
265000790,지내2리,,,,,,,
265000791,지내2리,,,,,,,
250026512,럭키아파트후문,,,,,,,
250026513,럭키아파트후문,,,,,,,
250026516,송암스포츠타운,,,,,,,
250026517,성심경로당,,,,,,,
265000797,모아엘가비스타,,,,,,,
250026519,원창2리,,,,,,,
265000798,모아엘가그랑데,,,,,,,
265000799,모아엘가그랑데,,,,,,,
250026522,가산교,,,,,,,
250026523,지내3리,,,,,,,
250026524,가산교,,,,,,,
250026525,지내3리,,,,,,,
250026526,상걸리종점,,,,,,,
250026510,국군병원사거리,,,,,,,
250000040,한덕리,,,,,,,
